cell_id,status,reason,n_arrays,n_sidecars_planned,applied
PatchTST_Weather_h336_san_lite_s2021_det,skipped,4 sidecars already on contract,4,0,0
PatchTST_Weather_h96_fredf_s2021_det,skipped,4 sidecars already on contract,4,0,0
PatchTST_Weather_h96_none_s2021_det,skipped,4 sidecars already on contract,4,0,0
PatchTST_Weather_h96_san_lite_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_ETTh1_h336_fredf_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_ETTh1_h336_none_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_ETTh1_h336_san_lite_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_ETTh1_h96_fredf_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_ETTh1_h96_none_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_ETTh1_h96_san_lite_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_ETTh2_h336_fredf_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_ETTh2_h336_none_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_ETTh2_h336_san_lite_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_ETTh2_h96_fredf_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_ETTh2_h96_none_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_ETTh2_h96_san_lite_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_ETTm1_h336_fredf_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_ETTm1_h336_none_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_ETTm1_h336_san_lite_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_ETTm1_h96_fredf_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_ETTm1_h96_none_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_ETTm1_h96_san_lite_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_ETTm2_h336_fredf_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_ETTm2_h336_none_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_ETTm2_h336_san_lite_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_ETTm2_h96_fredf_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_ETTm2_h96_none_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_ETTm2_h96_san_lite_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_Exchange_h336_fredf_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_Exchange_h336_none_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_Exchange_h336_san_lite_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_Exchange_h96_fredf_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_Exchange_h96_none_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_Exchange_h96_san_lite_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_ILI_h24_fredf_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_ILI_h24_none_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_ILI_h24_san_lite_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_ILI_h48_fredf_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_ILI_h48_none_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_ILI_h48_san_lite_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_Weather_h336_fredf_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_Weather_h336_none_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_Weather_h336_san_lite_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_Weather_h96_fredf_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_Weather_h96_none_s2021_det,skipped,4 sidecars already on contract,4,0,0
iTransformer_Weather_h96_san_lite_s2021_det,skipped,4 sidecars already on contract,4,0,0
